ID,SourceText,VanillaText,Russian,English,Status,Context,Packages,Locations,Notes
987654321,<style WeaponModHeader><DisplayName></style>,,<style WeaponModHeader><DisplayName></style>,<style WeaponModHeader><DisplayName></style>,russian-override;new-id,jazz:Code/System_Firearm_AddProperties.lua:477,jazz,jazz:Code/System_Firearm_AddProperties.lua:601 | jazz:Code/System_WeaponRemovableModify.lua:528,
890000000001722,Колби!,,Колби!,Colby!,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Selection,jazz-units,jazz-units:items.lua:116933,
890000000001723,Да?,,Да?,Yeah?,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Selection,jazz-units,jazz-units:items.lua:116934,
890000000001724,Слушаю.,,Слушаю.,Listening.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Selection,jazz-units,jazz-units:items.lua:116935,
890000000001725,Тихо…,,Тихо…,Quiet…,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby SelectionStealth,jazz-units,jazz-units:items.lua:116938,
890000000001726,"Тише, пацан…",,"Тише, пацан…","Keep it down, mate…",russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby SelectionStealth,jazz-units,jazz-units:items.lua:116939,
890000000001727,На цыпочках.,,На цыпочках.,On tiptoe.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby SelectionStealth,jazz-units,jazz-units:items.lua:116940,
890000000001728,Есть.,,Есть.,On it.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Order,jazz-units,jazz-units:items.lua:116909,
890000000001729,Понял.,,Понял.,Acknowledged.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Order,jazz-units,jazz-units:items.lua:116910,
890000000001730,Сделаю.,,Сделаю.,On it.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Order,jazz-units,jazz-units:items.lua:116911,
890000000001731,"Иду, е-мое.",,"Иду, е-мое.",I'm goin'.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Order,jazz-units,jazz-units:items.lua:116912,
890000000001732,Лады.,,Лады.,Righto.,russian-override;new-id,jazz-units:VoiceResponse Jazz_Colby Order,jazz-units,jazz-units:items.lua:116913,
890000000001733,Иду.,,Иду.,On my way.,russian-override;new-id,jazz-units:items.lua:116800,jazz-units,jazz-units:items.lua:116800,
890000000001734,Перемещаюсь.,,Перемещаюсь.,Shifting.,russian-override;new-id,jazz-units:items.lua:116801,jazz-units,jazz-units:items.lua:116801,
890000000001735,Двигаюсь.,,Двигаюсь.,Moving.,russian-override;new-id,jazz-units:items.lua:116802,jazz-units,jazz-units:items.lua:116802,
890000000001736,Крадусь.,,Крадусь.,Sneaking.,russian-override;new-id,jazz-units:items.lua:116805,jazz-units,jazz-units:items.lua:116805,
890000000001737,Тихо иду.,,Тихо иду.,Quiet move.,russian-override;new-id,jazz-units:items.lua:116806,jazz-units,jazz-units:items.lua:116806,
890000000001738,"Без шума, е-мое.",,"Без шума, е-мое.","No noise, mate.",russian-override;new-id,jazz-units:items.lua:116807,jazz-units,jazz-units:items.lua:116807,
890000000001739,С вами.,,С вами.,With you.,russian-override;new-id,jazz-units:items.lua:116843,jazz-units,jazz-units:items.lua:116843,
890000000001740,"Я тоже, е-мое.",,"Я тоже, е-мое.",Same here.,russian-override;new-id,jazz-units:items.lua:116844,jazz-units,jazz-units:items.lua:116844,
890000000001741,"С вами, пацаны.",,"С вами, пацаны.","With you, mates.",russian-override;new-id,jazz-units:items.lua:116845,jazz-units,jazz-units:items.lua:116845,
890000000001742,Держу на мушке.,,Держу на мушке.,I've got him.,russian-override;new-id,jazz-units:items.lua:116760,jazz-units,jazz-units:items.lua:116760,
890000000001743,"Сейчас жарко будет, е-мое.",,"Сейчас жарко будет, е-мое.",About to get warm.,russian-override;new-id,jazz-units:items.lua:116761,jazz-units,jazz-units:items.lua:116761,
890000000001744,"Держись, падла.",,"Держись, падла.","Hold still, ya mongrel.",russian-override;new-id,jazz-units:items.lua:116762,jazz-units,jazz-units:items.lua:116762,
890000000001745,Тихо сниму…,,Тихо сниму…,Takin' him quiet…,russian-override;new-id,jazz-units:items.lua:116765,jazz-units,jazz-units:items.lua:116765,
890000000001746,Без шума уберу.,,Без шума уберу.,Put him down quiet.,russian-override;new-id,jazz-units:items.lua:116766,jazz-units,jazz-units:items.lua:116766,
890000000001747,"Никаких проблем, только вряд ли я туда попаду отсюда!",,"Никаких проблем, только вряд ли я туда попаду отсюда!",No worries — except I won't hit from here!,russian-override;new-id,jazz-units:items.lua:116769,jazz-units,jazz-units:items.lua:116769,
890000000001748,Это полная задница.,,Это полная задница.,This is a complete mess.,russian-override;new-id,jazz-units:items.lua:116772,jazz-units,jazz-units:items.lua:116772,
890000000001749,Вижу их!,,Вижу их!,I see them!,russian-override;new-id,jazz-units:items.lua:116897,jazz-units,jazz-units:items.lua:116897,
890000000001750,Вон они. Я их вижу!,,Вон они. Я их вижу!,There they are. I see 'em!,russian-override;new-id,jazz-units:items.lua:116898,jazz-units,jazz-units:items.lua:116898,
890000000001751,Враги!,,Враги!,Crims!,russian-override;new-id,jazz-units:items.lua:116899,jazz-units,jazz-units:items.lua:116899,
890000000001752,Задница!,,Задница!,Hells bells!,russian-override;new-id,jazz-units:items.lua:116878,jazz-units,jazz-units:items.lua:116878,
890000000001753,"Попал, попал, е-мое!",,"Попал, попал, е-мое!",Gotcha! Gotcha!,russian-override;new-id,jazz-units:items.lua:116902,jazz-units,jazz-units:items.lua:116902,
890000000001754,"Готово, е-мое.",,"Готово, е-мое.",Done.,russian-override;new-id,jazz-units:items.lua:116903,jazz-units,jazz-units:items.lua:116903,
890000000001755,"Ещё один, падла.",,"Ещё один, падла.","Another one, mongrel.",russian-override;new-id,jazz-units:items.lua:116904,jazz-units,jazz-units:items.lua:116904,
890000000001756,"Вот тебе в задницу, е-мое!",,"Вот тебе в задницу, е-мое!",Take that up the arse!,russian-override;new-id,jazz-units:items.lua:116905,jazz-units,jazz-units:items.lua:116905,
890000000001757,Попал!,,Попал!,Gotcha!,russian-override;new-id,jazz-units:items.lua:116906,jazz-units,jazz-units:items.lua:116906,
890000000001758,"Еклмн, патроны кончились.",,"Еклмн, патроны кончились.",Bloody hell — out of ammo.,russian-override;new-id,jazz-units:items.lua:116891,jazz-units,jazz-units:items.lua:116891,
890000000001759,"Патроны на исходе, е-мое!",,"Патроны на исходе, е-мое!",Runnin' low on rounds!,russian-override;new-id,jazz-units:items.lua:116775,jazz-units,jazz-units:items.lua:116775,
890000000001760,"Ничего, ничего… только моя пушка заклинила!",,"Ничего, ничего… только моя пушка заклинила!",No worries… except the bloody gun jammed!,russian-override;new-id,jazz-units:items.lua:116970,jazz-units,jazz-units:items.lua:116970,
890000000001761,"Еклмн… Надо подождать, и эта штука заработает.",,"Еклмн… Надо подождать, и эта штука заработает.",Bloody hell… Give it a sec and this thing'll work.,russian-override;new-id,jazz-units:items.lua:116967,jazz-units,jazz-units:items.lua:116967,
890000000001762,"Снаряжение, е-мое! Да это кусок дерьма!",,"Снаряжение, е-мое! Да это кусок дерьма!",Gear's rubbish! Absolute garbage!,russian-override;new-id,jazz-units:items.lua:116865,jazz-units,jazz-units:items.lua:116865,
890000000001763,(боль),,(боль),(pain),russian-override;new-id,jazz-units:items.lua:116922,jazz-units,jazz-units:items.lua:116922,
890000000001764,(боль),,(боль),(pain),russian-override;new-id,jazz-units:items.lua:116923,jazz-units,jazz-units:items.lua:116923,
890000000001765,(боль),,(боль),(pain),russian-override;new-id,jazz-units:items.lua:116924,jazz-units,jazz-units:items.lua:116924,
890000000001766,В меня попали… е-мое…,,В меня попали… е-мое…,I'm hit… bloody hell…,russian-override;new-id,jazz-units:items.lua:116973,jazz-units,jazz-units:items.lua:116973,
890000000001767,"Досталось мне, падла.",,"Досталось мне, падла.","That stung, ya mongrel.",russian-override;new-id,jazz-units:items.lua:116974,jazz-units,jazz-units:items.lua:116974,
890000000001768,"Ну е-мое, перевязать бы меня…",,"Ну е-мое, перевязать бы меня…","Bloody hell, could use a bandage…",russian-override;new-id,jazz-units:items.lua:116943,jazz-units,jazz-units:items.lua:116943,
890000000001769,Меня… подбили…,,Меня… подбили…,I'm… going down…,russian-override;new-id,jazz-units:items.lua:116834,jazz-units,jazz-units:items.lua:116834,
890000000001770,"Бьют как, херы!",,"Бьют как, херы!",They're hammering us!,russian-override;new-id,jazz-units:items.lua:116949,jazz-units,jazz-units:items.lua:116949,
890000000001771,Херово чего-то мне…,,Херово чего-то мне…,I'm feeling crook…,russian-override;new-id,jazz-units:items.lua:116851,jazz-units,jazz-units:items.lua:116851,
890000000001772,"Готов к выполнению задания, е-мое.",,"Готов к выполнению задания, е-мое.",Ready for the job.,russian-override;new-id,jazz-units:items.lua:116813,jazz-units,jazz-units:items.lua:116813,
890000000001773,"Меня заметили, е-мое!",,"Меня заметили, е-мое!",They spotted me!,russian-override;new-id,jazz-units:items.lua:116810,jazz-units,jazz-units:items.lua:116810,
890000000001774,"Е-мое! Все, врагов больше нет!",,"Е-мое! Все, врагов больше нет!",Bloody hell! No more crims!,russian-override;new-id,jazz-units:items.lua:116797,jazz-units,jazz-units:items.lua:116797,
890000000001775,"Там эти кругом… Поостерегись, пацан.",,"Там эти кругом… Поостерегись, пацан.","Still crims about… Watch yourself, mate.",russian-override;new-id,jazz-units:items.lua:116791,jazz-units,jazz-units:items.lua:116791,
890000000001776,Эти хрены убрались восвояси.,,Эти хрены убрались восвояси.,Those mongrels scarpered.,russian-override;new-id,jazz-units:items.lua:116794,jazz-units,jazz-units:items.lua:116794,
890000000001777,"Чёрт, е-мое…",,"Чёрт, е-мое…",Damn…,russian-override;new-id,jazz-units:items.lua:116828,jazz-units,jazz-units:items.lua:116828,
890000000001778,"Ну, е-мое, Тор… Спи спокойно, коротышка.",,"Ну, е-мое, Тор… Спи спокойно, коротышка.","Bloody hell, Thor… Sleep easy, shorty.",russian-override;new-id,jazz-units:items.lua:116825,jazz-units,jazz-units:items.lua:116825,
890000000001779,"Фидель, е-мое, такая тупая задница.",,"Фидель, е-мое, такая тупая задница.","Fidel, you absolute nong.",russian-override;new-id,jazz-units:items.lua:116888,jazz-units,jazz-units:items.lua:116888,
890000000001780,"Ну не е-ли-мое-ли? Я же говорил, Тор пацан что надо!",,"Ну не е-ли-мое-ли? Я же говорил, Тор пацан что надо!",Would you look at that? Told you Thor's a legend!,russian-override;new-id,jazz-units:items.lua:116927,jazz-units,jazz-units:items.lua:116927,
890000000001781,Оп-па! Не зря я упирался!,,Оп-па! Не зря я упирался!,Oi! Hard work pays off!,russian-override;new-id,jazz-units:items.lua:116871,jazz-units,jazz-units:items.lua:116871,
890000000001782,"Жду, пацаны.",,"Жду, пацаны.","Waitin', mates.",russian-override;new-id,jazz-units:items.lua:116857,jazz-units,jazz-units:items.lua:116857,
890000000001783,Американцы. Лохи вялые.,,Американцы. Лохи вялые.,Yanks. Soft as butter.,russian-override;new-id,jazz-units:items.lua:116858,jazz-units,jazz-units:items.lua:116858,
890000000001784,(смех),,(смех),(laugh),russian-override;new-id,jazz-units:items.lua:116859,jazz-units,jazz-units:items.lua:116859,
890000000001785,Прячусь…,,Прячусь…,Goin' quiet…,russian-override;new-id,jazz-units:items.lua:116784,jazz-units,jazz-units:items.lua:116784,
890000000001786,"Меня не видно, е-мое.",,"Меня не видно, е-мое.",I'm out of sight.,russian-override;new-id,jazz-units:items.lua:116785,jazz-units,jazz-units:items.lua:116785,
890000000001787,"Эй, пацаны… здесь не ходите.",,"Эй, пацаны… здесь не ходите.","Oi, mates… don't walk there.",russian-override;new-id,jazz-units:items.lua:116881,jazz-units,jazz-units:items.lua:116881,
890000000001788,Эгеге… похоже здесь опасность!,,Эгеге… похоже здесь опасность!,Whoa… looks dodgy here!,russian-override;new-id,jazz-units:items.lua:116882,jazz-units,jazz-units:items.lua:116882,
890000000001789,Дверь закрыта.,,Дверь закрыта.,Door's locked.,russian-override;new-id,jazz-units:items.lua:116831,jazz-units,jazz-units:items.lua:116831,
890000000001790,Это ещё что?,,Это ещё что?,What's that then?,russian-override;new-id,jazz-units:items.lua:116874,jazz-units,jazz-units:items.lua:116874,
890000000001791,Это что за..?,,Это что за..?,Now wuss at?,russian-override;new-id,jazz-units:items.lua:116875,jazz-units,jazz-units:items.lua:116875,
890000000001792,Е-мое! Отлично!,,Е-мое! Отлично!,Bloody hell! Beaut!,russian-override;new-id,jazz-units:items.lua:116964,jazz-units,jazz-units:items.lua:116964,
890000000001793,Интересно…,,Интересно…,Interesting...,russian-override;new-id,jazz-units:items.lua:116862,jazz-units,jazz-units:items.lua:116862,
890000000001794,"Спать надо, спать.",,"Спать надо, спать.",Need a kip.,russian-override;new-id,jazz-units:items.lua:116961,jazz-units,jazz-units:items.lua:116961,
890000000001795,Посплю-ка я…,,Посплю-ка я…,I'm crashing out…,russian-override;new-id,jazz-units:items.lua:116837,jazz-units,jazz-units:items.lua:116837,
890000000001796,(пыхтит),,(пыхтит),(huffing),russian-override;new-id,jazz-units:items.lua:116854,jazz-units,jazz-units:items.lua:116854,
890000000001797,"Эй, пацан, конец пути.",,"Эй, пацан, конец пути.",Oi mate — end of the line.,russian-override;new-id,jazz-units:items.lua:116930,jazz-units,jazz-units:items.lua:116930,
890000000001798,Задание выполнено! Хочу что-нибудь сделать.,,Задание выполнено! Хочу что-нибудь сделать.,Job done! Fancy something else.,russian-override;new-id,jazz-units:items.lua:116757,jazz-units,jazz-units:items.lua:116757,
890000000001799,Я тебе не игрушечный солдатик. Не буду делать!,,Я тебе не игрушечный солдатик. Не буду делать!,I'm not a toy soldier. Not doing that!,russian-override;new-id,jazz-units:items.lua:116894,jazz-units,jazz-units:items.lua:116894,
890000000001800,Ураган клинков,,Ураган клинков,Blade Storm,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz,jazz:CharacterEffect/Jazz_Perk_Blade.lua:26 | jazz:items.lua:72505,
890000000001801,"Атаки ближнего боя: +20 к шансу попадания, критические удары невозможны.",,Melee attacks: +20 chance to hit; critical hits are disabled.,Melee attacks: +20 chance to hit; critical hits are disabled.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz,jazz:CharacterEffect/Jazz_Perk_Blade.lua:27 | jazz:items.lua:72506,
890000000001802,Билл «Бритва» Ламонт,,Билл «Бритва» Ламонт,"Bill ""Blade"" Lamont",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117001 | jazz-units:UnitData/Jazz_Blade.lua:22,
890000000001803,Бритва,,Бритва,Razor,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117002 | jazz-units:UnitData/Jazz_Blade.lua:23,
890000000001804,БРИТВА,,БРИТВА,BLADE,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117003 | jazz-units:UnitData/Jazz_Blade.lua:24,
890000000001805,"Бриллиант среди MERC. Статы 80–90, навыки около нуля — но в ноже «патроны» не кончаются. Псих, обожает резню в ближнем бою и не признаёт огнестрел серьёзным аргументом. Дружит с Фиделем и Нервным (родственные безумцы); не любит Бифа и Фло; презирает местных Арулько.",,"Бриллиант среди MERC. Статы 80–90, навыки около нуля — но в ноже «патроны» не кончаются. Псих, обожает резню в ближнем бою и не признаёт огнестрел серьёзным аргументом. Дружит с Фиделем и Нервным (родственные безумцы); не любит Бифа и Фло; презирает местных Арулько.","MERC's diamond in the rough. Stats in the 80s-90s across the board, skills near zero — but a knife never runs out of ""ammo."" A certified psycho who loves close-quarters butchery and doesn't rate a gun as a serious argument. Friends with Fidel and Nervous (fellow lunatics); can't stand Biff or Flo; sneers at the Arulco locals.",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117004 | jazz-units:UnitData/Jazz_Blade.lua:25,
890000000001806,Нож не кончается,,Нож не кончается,The Knife Never Runs Out,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117006 | jazz-units:UnitData/Jazz_Blade.lua:27,
890000000001807,Blade@merc.com,,Blade@merc.com,Blade@merc.com,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117007 | jazz-units:UnitData/Jazz_Blade.lua:28,
890000000001808,sharpstuff,,sharpstuff,sharpstuff,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117008 | jazz-units:UnitData/Jazz_Blade.lua:29,
890000000001809,Слишком много наших полегло. Даже мне это не по вкусу.,,Слишком много наших полегло. Даже мне это не по вкусу.,Too many of our people have died. Even I can't stomach that.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117013 | jazz-units:UnitData/Jazz_Blade.lua:34,
890000000001810,За такие копейки я лучше дома ножи точить буду.,,За такие копейки я лучше дома ножи точить буду.,"For that kind of pocket change, I'd rather stay home and sharpen knives.",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117026 | jazz-units:UnitData/Jazz_Blade.lua:47,
890000000001811,У тебя тут одни местные. Скучно и опасно — доплати.,,У тебя тут одни местные. Скучно и опасно — доплати.,All you've got are locals. Boring and dangerous—pay me extra.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117039 | jazz-units:UnitData/Jazz_Blade.lua:60,
890000000001812,"О, Нервный/Фидель уже здесь? Тогда не откажусь, будет весело.",,"О, Нервный/Фидель уже здесь? Тогда не откажусь, будет весело.","Oh, Nervous/Fidel's already here? Then I'm in. This'll be fun.",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117059 | jazz-units:UnitData/Jazz_Blade.lua:80,
890000000001813,Хочешь ещё психа в команду — зови Фиделя.,,Хочешь ещё психа в команду — зови Фиделя.,Want another psycho on the team? Call Fidel.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117078 | jazz-units:UnitData/Jazz_Blade.lua:99,
890000000001814,"Бритва занят — режет. Оставь сообщение, если жить надоело.",,"Бритва занят — режет. Оставь сообщение, если жить надоело.",Blade's busy—cutting. Leave a message if you're tired of living.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117092 | jazz-units:UnitData/Jazz_Blade.lua:113,
890000000001815,Чо надо? Резать будем?,,Чо надо? Резать будем?,Whaddaya want? We cutting someone?,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117097 | jazz-units:UnitData/Jazz_Blade.lua:118,
890000000001816,"Связь прервалась. Ну, продолжай, а то нож стынет.",,"Связь прервалась. Ну, продолжай, а то нож стынет.",Connection dropped. Go on—my knife's getting cold.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117102 | jazz-units:UnitData/Jazz_Blade.lua:123,
890000000001817,Ножницы тупые — ножи нет. Двигай давай.,,Ножницы тупые — ножи нет. Двигай давай.,Scissors go dull. Knives don't. Move it.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117107 | jazz-units:UnitData/Jazz_Blade.lua:128,
890000000001818,"Я уже в пути, хе-хе. Кто-то там не доживёт до утра.",,"Я уже в пути, хе-хе. Кто-то там не доживёт до утра.","I'm already on my way, heh-heh. Someone there won't live to see morning.",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117112 | jazz-units:UnitData/Jazz_Blade.lua:133,
890000000001819,Контракт горит. Продлеваем или мне точить нож на кого-то другого?,,Контракт горит. Продлеваем или мне точить нож на кого-то другого?,"Contract's running out. Are we renewing, or should I sharpen my knife for someone else?",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117117 | jazz-units:UnitData/Jazz_Blade.lua:138,
890000000001820,Остаюсь. Ещё не всех порезал.,,Остаюсь. Ещё не всех порезал.,I'm staying. Haven't cut everyone up yet.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Blade.lua | jazz-units:UnitData/Jazz_Blade.lua,jazz-units,jazz-units:items.lua:117122 | jazz-units:UnitData/Jazz_Blade.lua:143,
890000000001821,Бритва на связи.,,Бритва на связи.,Razor here.,russian-override;new-id,jazz-units:items.lua:71780,jazz-units,jazz-units:items.lua:117170,
890000000001822,Ближе... ближе...,,Ближе... ближе...,Closer... closer...,russian-override;new-id,jazz-units:items.lua:71749,jazz-units,jazz-units:items.lua:117200,
890000000001823,Порежу на ленточки.,,Порежу на ленточки.,I'll slice them into ribbons.,russian-override;new-id,jazz-units:items.lua:71750,jazz-units,jazz-units:items.lua:117201,
890000000001824,Чисто прошёл.,,Чисто прошёл.,Made it through clean.,russian-override;new-id,jazz-units:items.lua:71774,jazz-units,jazz-units:items.lua:117222,
890000000001825,Не тот нож взял...,,Не тот нож взял...,Brought the wrong knife...,russian-override;new-id,jazz-units:items.lua:71759,jazz-units,jazz-units:items.lua:117260,
890000000001826,"Зацепили, гады!",,"Зацепили, гады!","They got me, bastards!",russian-override;new-id,jazz-units:items.lua:71762,jazz-units,jazz-units:items.lua:117242,
890000000001827,"О, наконец-то!",,"О, наконец-то!","Oh, finally!",russian-override;new-id,jazz-units:items.lua:71756,jazz-units,jazz-units:items.lua:117248,
890000000001828,Острее не бывает.,,Острее не бывает.,Couldn't be sharper.,russian-override;new-id,jazz-units:items.lua:71768,jazz-units,jazz-units:items.lua:117272,
890000000001829,Нож не кончается — но патроны да.,,Нож не кончается — но патроны да.,A knife never runs out—but ammo does.,russian-override;new-id,jazz-units:items.lua:71753,jazz-units,jazz-units:items.lua:117229,
890000000001830,Ну где веселье?,,Ну где веселье?,Where's the fun?,russian-override;new-id,jazz-units:items.lua:71765,jazz-units,jazz-units:items.lua:117263,
890000000001831,Опять этот зануда рядом.,,Опять этот зануда рядом.,That bore again.,russian-override;new-id,jazz-units:items.lua:71771,jazz-units,jazz-units:items.lua:117342,
890000000001832,Хорошая компания подобралась.,,Хорошая компания подобралась.,Now that's good company.,russian-override;new-id,jazz-units:items.lua:71777,jazz-units,jazz-units:items.lua:117345,
890000000001900,Народный командир,,Народный командир,People's Commander,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz,jazz:CharacterEffect/Jazz_Perk_Ira.lua:9 | jazz:items.lua:72519,
890000000001901,Эта именная способность пока не действует.,,Эта именная способность пока не действует.,This signature ability is not active yet.,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua,jazz,jazz:CharacterEffect/Jazz_Perk_Ira.lua:10 | jazz:items.lua:72520,LOC-002 inactive signature perk fallback
890000000001902,Айра Смит,,Айра Смит,Ira Smith,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117372 | jazz-units:UnitData/Jazz_Ira.lua:22,
890000000001903,Айра,,Айра,Ira,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117373 | jazz-units:UnitData/Jazz_Ira.lua:23,
890000000001904,АЙРА,,АЙРА,IRA,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117374 | jazz-units:UnitData/Jazz_Ira.lua:24,
890000000001905,"Слабые боевые статы и меткость 55, но для ополченцев Арулько — живой бог: любой встреченный ею новобранец учится быстрее. Leadership низкий на старте, компенсируется именным перком и статусом Locals. Дружит с Мигелем, Карлосом и Димитрием (местное сопротивление); не любит Злобного; не умеет плавать (флейвор, без игровой механики).",,"Слабые боевые статы и меткость 55, но для ополченцев Арулько — живой бог: любой встреченный ею новобранец учится быстрее. Leadership низкий на старте, компенсируется именным перком и статусом Locals. Дружит с Мигелем, Карлосом и Димитрием (местное сопротивление); не любит Злобного; не умеет плавать (флейвор, без игровой механики).","Weak combat stats and 55 Marksmanship, but to the Arulco militia she's a living legend — every recruit she meets learns faster. Leadership starts low, offset by her named perk and Locals status. Friends with Miguel, Carlos, and Dimitri (fellow resistance); can't stand Vicious; never learned to swim (flavor only, no gameplay penalty).",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117375 | jazz-units:UnitData/Jazz_Ira.lua:25,
890000000001906,Царица ополчения,,Царица ополчения,Queen of the Militia,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117377 | jazz-units:UnitData/Jazz_Ira.lua:27,
890000000001907,Ira@arulco.reb,,Ira@arulco.reb,Ira@arulco.reb,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117378 | jazz-units:UnitData/Jazz_Ira.lua:28,
890000000001908,givegun,,givegun,givegun,russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117379 | jazz-units:UnitData/Jazz_Ira.lua:29,
890000000001909,Пока Злобный у вас — я в отряд не пойду. Он моих людей пугает.,,Пока Злобный у вас — я в отряд не пойду. Он моих людей пугает.,"As long as Vicious is with you, I'm not joining. He scares my people.",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117384 | jazz-units:UnitData/Jazz_Ira.lua:34,
890000000001910,"Раз кто-то из наших уже с вами — значит, вам можно доверять. Согласна.",,"Раз кто-то из наших уже с вами — значит, вам можно доверять. Согласна.","If one of ours is already with you, I guess I can trust you. I'm in.",russian-override;new-id,jazz:CharacterEffect/Jazz_Perk_Ira.lua | jazz-units:UnitData/Jazz_Ira.lua,jazz-units,jazz-units:items.lua:117402 | jazz-units:UnitData/Jazz_Ira.lua:52,
