ID,Kind,Text,ReferenceText,Locations
890000000005246,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146443
890000000005253,dormant-vs-active,"Жуан Домингос из Анголы один раз видел мины — и этого хватило, чтобы навсегда обходить рыхлую землю стороной. Медленный, упрямый и честно боится взрывов. Врать про храбрость не станет — и за это его иногда ценят больше, чем за смелость.","One mine-struck cart was enough to shape João Domingos's years in an Angolan local watch. Loose earth slows him at once, and he refuses to disguise caution as some grand tactical instinct. A smooth iron bolt recovered from the wreck rolls between his fingers whenever a road feels wrong. Hidden danger can hold João back, but a threat he can see receives the full weight of a stubborn, unsentimental man.",jazz:.tmp/ame_spec_commit/units_items.lua:146487
890000000005254,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146492
890000000005255,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146493
890000000005256,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146494
890000000005263,dormant-vs-active,"Ванджику Мванги помогала егерю в Кении: чистила следы, носила воду, дежурила на опушке. Зоркая и лёгкая на ногу, без громких обещаний. Привыкла, что работа грязная, а деньги маленькие — и всё равно делает её тихо и до конца.","Blue threads tied to low branches tell Wanjiku Mwangi what the wind changed while she was away. A Kenyan ranger taught her fieldcraft through water runs, tracks, and long hours at the silent edge of a clearing. She is light on rough ground and sparing with conversation around boastful strangers. Heavy burdens expose her slight frame, yet Wanjiku holds a watch long after louder people grow restless.",jazz:.tmp/ame_spec_commit/units_items.lua:146538
890000000005264,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146543
890000000005265,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146544
890000000005266,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146545
890000000005273,dormant-vs-active,"Серж Куасси — сын механика из Гранд-Шьен, и отцу за него стыдно: отвёртку Серж не берёт. Голова светлая, рук нет — зато вопросы задаёт правильные. Хочет доказать, что ум тоже бывает оружием, даже если карманы пока пусты.","Questions rather than repair figures fill the grease-stained shop notebook in Serge Kouassi's pocket. He grew up above his father's Grand Chien garage, surrounded by tools he never learned to love. Practical work makes Serge's hands fumble, while contradictions in a story catch him immediately. He believes thought can open doors that muscle cannot and sometimes forgets that a good idea still needs someone to turn the handle.",jazz:.tmp/ame_spec_commit/units_items.lua:146589
890000000005274,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146594
890000000005275,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146595
890000000005276,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146596
890000000005283,dormant-vs-active,"Бонгани Дламини работал на шахтёрской дружине в Южной Африке: таскал мешки, не бегал кроссы и спал кусками между сменами. Тяжёлый, молчаливый, привыкший к пыли. У двери стоит так, что объяснять дважды не приходится.","A dented tin lunch box has survived every fall Bongani Dlamini declines to discuss. It accompanied years of guarding a South African mining compound, carrying sacks by day and stealing sleep between alarms. Bongani rises slowly, speaks rarely, and sees no virtue in hurrying merely to impress someone. He will never be first around a corner, but once his bulk settles into a doorway, moving him becomes everybody else's problem.",jazz:.tmp/ame_spec_commit/units_items.lua:146640
890000000005284,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146645
890000000005285,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146646
890000000005286,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146647
890000000005293,dormant-vs-active,"Идрисса Бах регулировал движение в Сенегале лучше, чем стрелял: жестами командовал так, что даже пьяные водители иногда слушались. Не герой перестрелок — зато умеет остановить хаос на секунду дольше, чем другие.","White gloves dry over the back of Idrissa Bah's only chair every Sunday. They once conducted Senegalese traffic with more success than he ever found on a firing line. Confusion unsettles Idrissa until he can give it lanes, turns, and a place to stop. He is no hero of sudden violence, but a crowd often borrows its first calm moment from his precise gestures.",jazz:.tmp/ame_spec_commit/units_items.lua:146691
890000000005294,dormant-vs-active,Дозвонился. Слушаю.,You're through. I'm listening.,jazz:.tmp/ame_spec_commit/units_items.lua:146696
890000000005295,dormant-vs-active,Ищу работу. Что предлагаете?,I'm looking for work. What do you have?,jazz:.tmp/ame_spec_commit/units_items.lua:146697
890000000005296,dormant-vs-active,До связи.,All right. Speak soon.,jazz:.tmp/ame_spec_commit/units_items.lua:146698
890000000005303,dormant-vs-active,"Омар Диалло дезертировал из сенегальской части, когда понял, что легион зовёт громче командования. Отказался — и ушёл с привычкой целиться один раз, но точно. Не орёт, не хвастается: делает работу и считает патроны.","Omar Diallo deserted a Senegalese unit after one order too many treated lives as replaceable supplies. He keeps his distance from uniforms now, speaking only after he has watched a room settle. The inside of his cartridge box is covered with pencil marks, each one accounting for a round that did not return. Omar can hesitate over the path forward, but once the rifle reaches his shoulder he wastes neither motion nor breath.",jazz:.tmp/ame_spec_commit/units_items.lua:146742
890000000005304,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:146747
890000000005305,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:146748
890000000005306,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:146749
890000000005313,dormant-vs-active,Бастьен Лафонтен служил милицейским автоматчиком в Гранд-Шьен и до сих пор пахнет машинным маслом и дешёвым табаком. Очереди для него важнее красоты ствола: улица становится тесной — и он уже на линии. Платят лучше участка — и этого ему достаточно.,"Bastien Lafontaine learned his trade with a Grand Chien militia, covering alleys where walls seemed to close in during trouble. Cheap tobacco stains his fingers, but he saves the cigarette until everything has gone quiet. A rolling paper stays folded inside the oil rag he uses on his rifle, a private promise of rest. Bastien is not imaginative under changing orders, yet in a confined street his steady bursts arrive exactly where companions expect them.",jazz:.tmp/ame_spec_commit/units_items.lua:146793
890000000005314,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:146798
890000000005315,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:146799
890000000005316,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:146800
890000000005320,dormant-vs-active,Chukwuemeka Obi,"Chukwuemeka ""Emeka"" Obi",jazz:.tmp/ame_spec_commit/units_items.lua:146844
890000000005323,dormant-vs-active,"Чуквуэмека Оби сидел на пулемётной точке нигерийского блокпоста, пока блокпост не стёрли с карты. Крепкий, тяжёлый, бьёт по земле увереннее, чем по мишеням — и сам над этим иногда шутит. Закрыть сектор огнём для него привычнее, чем выигрывать конкурс стрелков.","Chukwuemeka “Emeka” Obi survived the erasure of a Nigerian checkpoint where he had spent months behind a machine gun. He is built for weight rather than delicacy and laughs first when a careful shot goes astray. Tea comes from a shrapnel-dented tin cup that nobody is allowed to repair. Emeka may not pick a single point from the landscape with elegance, but he knows how to make an entire stretch of ground feel unwelcoming.",jazz:.tmp/ame_spec_commit/units_items.lua:146847
890000000005324,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:146852
890000000005325,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:146853
890000000005326,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:146854
890000000005333,dormant-vs-active,"Мишель Кабейа из Конго всегда любил банки больше стволов. Настоящая работа для него начинается, когда свистит чека. Шумный в баре и тихий перед броском — и не притворяется героем.","Michel Kabeya once unloaded riverboats in Congo, betting his lunch on whether a dented can would land inside a distant crate. The game eventually became a practical occupation involving objects no one wanted thrown back. He is loud over drinks and utterly silent before a toss, rubbing a copper pull ring threaded onto his belt. Michel trusts his arm, but never lingers to admire the place where its delivery comes down.",jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_24.lua:25 | jazz:.tmp/ame_spec_commit/units_items.lua:146902
890000000005334,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_24.lua:30 | jazz:.tmp/ame_spec_commit/units_items.lua:146907
890000000005335,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_24.lua:31 | jazz:.tmp/ame_spec_commit/units_items.lua:146908
890000000005336,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_24.lua:32 | jazz:.tmp/ame_spec_commit/units_items.lua:146909
890000000005343,dormant-vs-active,"Джума Отиено служил на кенийской границе: лёгкий на ногу, привыкший к пыли и долгим сменам. Дальнюю винтовку ему не доверили — приказали не геройствовать. Не обижается: главное — увидеть первым. Скорость ног для него важнее красивой стойки.","Juma Otieno watched a Kenyan border where a ribbon of dust could announce company minutes before an engine arrived. He learned to relocate before a position became a trap and has little patience for theatrical last stands. A faded checked scarf covers his mouth on the road, still faintly scented with the soap his sister used. Juma carries weight poorly, but open ground seems to sharpen his attention and quicken every choice.",jazz:.tmp/ame_spec_commit/units_items.lua:146956
890000000005344,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:146961
890000000005345,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:146962
890000000005346,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:146963
890000000005353,dormant-vs-active,"Андиле Нкоси охранял конвои в Южной Африке и научился стрелять очередями так, чтобы охраняемый груз не превращался в решето раньше времени. Спокоен, немногословен и не любит, когда новички трогают его оружие «просто посмотреть».","Andile Nkosi escorted South African convoys, where careless fire could ruin the cargo before any attacker reached it. He prefers routine, short instructions, and people who keep their hands to themselves. Blue electrical tape around his sling bears the plate number of the first truck he brought through untouched. Sudden improvisation can leave Andile a step behind, but once a pattern reveals itself he controls his weapon with disciplined restraint.",jazz:.tmp/ame_spec_commit/units_items.lua:147007
890000000005354,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147012
890000000005355,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147013
890000000005356,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147014
890000000005363,dormant-vs-active,"Секу Камара патрулировал пустыню в Мали и не считал короткий ствол унижением. Подвижный, с нервами крепче, чем у многих «настоящих» стрелков, умеет смещаться и не торчать на открытом месте. Доходит туда, куда тяжёлые ребята только собираются.","Sekou Camara patrolled the Malian desert, learning that an upright man against a pale horizon becomes everyone's landmark. Restlessness serves him well in open country, though it can make patient companions grind their teeth. His compass has a cracked face and needs one sharp tap before the needle remembers north. Sekou lacks the reach for distant contests, but he crosses exposed ground with a speed that gives slower people room to breathe.",jazz:.tmp/ame_spec_commit/units_items.lua:147061
890000000005364,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147066
890000000005365,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147067
890000000005366,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147068
890000000005373,dormant-vs-active,"Паскаль Нгома держал огневую точку в Гранд-Шьен с характером человека, который не любит бегать. Тяжёлый, упрямый: закрывает сектор и ждёт, пока сектор перестанет шевелиться. Под огнём не дёргается первым — и этим уже выигрывает время для остальных.","Pascal Ngoma spent enough time on a fixed gun in Grand Chien to regard running as evidence of poor planning. He is stubborn, durable, and happiest when a patch of ground has clearly become his responsibility. A ridiculous folding stool is strapped beneath his pack and appears whenever waiting stretches past an hour. Pascal reacts slowly to a new direction, but incoming noise rarely persuades him to leave the old one.",jazz:.tmp/ame_spec_commit/units_items.lua:147112
890000000005374,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147117
890000000005375,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147118
890000000005376,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147119
890000000005383,dormant-vs-active,"Квеси Боатенг из Ганы любит короткую работу и тяжёлую ладонь на банке. Взрывчатки у него немного, зато бросок уверенный — как у человека, который тренировался на пустых бутылках за складом. Улыбается редко и работает быстро: пришёл, бросил, ушёл, пока эхо ещё гуляет.","Behind a Ghanaian warehouse, Kwesi Boateng taught himself to hit a chalk circle with empty bottles after work. The pastime translated neatly to heavier objects with shorter fuses. Bottle caps fill an old tobacco tin, and he shakes it once before moving out to hear whether his hand is steady. Kwesi commits quickly but dislikes the seconds after impact, when the echo seems to search for whoever caused it.",jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_29.lua:25 | jazz:.tmp/ame_spec_commit/units_items.lua:147166
890000000005384,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_29.lua:30 | jazz:.tmp/ame_spec_commit/units_items.lua:147171
890000000005385,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_29.lua:31 | jazz:.tmp/ame_spec_commit/units_items.lua:147172
890000000005386,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_29.lua:32 | jazz:.tmp/ame_spec_commit/units_items.lua:147173
890000000005393,dormant-vs-active,"Тесфайе Алем — горный стрелок из Эфиопии. Целится аккуратно, дышит ровно и не делает вид, что ему «просто забыли» выдать лучшее оружие. Хороший глаз, скромные ожидания, готов учиться на том, что дадут.","Tesfaye Alemu learned to shoot in the Ethiopian highlands, where a hurried breath could carry farther than a footstep. Better rifles always seemed to belong to somebody else, a fact he accepts without bitterness. A smooth grey stone from his home valley rests in his palm while he settles himself, then disappears before the shot. Tesfaye is not made for prolonged punishment, but patience often lets him finish before endurance becomes the question.",jazz:.tmp/ame_spec_commit/units_items.lua:147221
890000000005394,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147226
890000000005395,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147227
890000000005396,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147228
890000000005403,dormant-vs-active,"Рафаэль дос Сантос из Анголы учится медленнее иных, зато не ломается от первой тяжёлой недели. Очереди для него — ремесло, выученное кровью и пылью. Не обещает чудес. Обещает явиться трезвым и не бросить позицию без приказа.","Rafael dos Santos guarded Angolan road crews and was rarely the quickest man to understand a new drill. Instead of pretending, he repeated it until the motion belonged to him. A spare bootlace circles his wrist, recalling the day one broken lace delayed an entire column. Rafael can be rigid when plans change without warning, but fatigue and dust do little to loosen a promise he has already made.",jazz:.tmp/ame_spec_commit/units_items.lua:147272
890000000005404,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147277
890000000005405,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147278
890000000005406,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147279
890000000005413,dormant-vs-active,"Ава Соу из Сенегала попала в тесные коридоры не по любви, а по расписанию смен. Юркая и нервная, без армейской школы длинных очередей — зато живее многих «правильных» автоматчиков. Держится особняком и ненавидит, когда мужчины объясняют ей, как «правильно» стрелять.","Awa Sow worked night security in a Senegalese dockside storehouse whose passages left no room for grand gestures. She learned to slip around trouble quickly, while never learning to enjoy the sound of it arriving. The bent key to that vanished job taps against her thigh whenever a man begins explaining her own work to her. Sustained noise wears at Awa's composure, but close walls give her speed somewhere useful to go.",jazz:.tmp/ame_spec_commit/units_items.lua:147326
890000000005414,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147331
890000000005415,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147332
890000000005416,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147333
890000000005423,dormant-vs-active,"Клод Мвемба охранял плантации в Гранд-Шьен — привык к дроби, не к оптике. Говорит мало, курит много, считает, что хороший выстрел тот, после которого никто не спорит. Работает ближе, чем любят дальние стрелки, и дальше, чем удобно трусам.","Claude Mvemba guarded Grand Chien plantations with a shotgun and a firm belief that most trouble should be allowed to come closer. Conversation bores him; cigarettes do not. His crushed silver-coloured case still shuts with a satisfying click, though opening it now requires a thumbnail. Claude has little enthusiasm for distant contests, but among sheds, fences, and rows of cane he judges space with the ease of long habit.",jazz:.tmp/ame_spec_commit/units_items.lua:147377
890000000005424,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147382
890000000005425,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147383
890000000005426,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147384
890000000005433,dormant-vs-active,"Эмека Нвосу — силач с нигерийским характером: здоровье и упрямство у него заметнее меткости, и он не стесняется этого. Про него шутят, что его проще нанять, чем сдвинуть. Он не возражает — лишь бы платили вовремя.","Emeka Nwosu moved cargo on a Nigerian quay before someone noticed he could carry a machine gun farther than anyone else. Finesse never followed, but good humour did, especially when the joke concerns his immovable size. He sits on an empty ammunition box labelled underneath, “Do not relocate with owner.” Emeka struggles with delicate choices at distance, yet weight, recoil, and a stubborn patch of ground suit him perfectly.",jazz:.tmp/ame_spec_commit/units_items.lua:147428
890000000005434,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147433
890000000005435,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147434
890000000005436,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147435
890000000005443,dormant-vs-active,"Сэмюэл Черуйот охотился в Кении раньше, чем научился читать уставы. Охотничья винтовка ему роднее любой казённой; с длинным болтом не заигрывает и без зависти. Быстрый, зоркий, с привычкой целиться перед выстрелом. Любит воздух чаще, чем порох казармы.","Samuel Cheruiyot learned Kenyan hunting trails before regulations, formations, or military vocabulary entered his life. Outdoors he is quick and watchful, taking the extra breath that impatient shooters resent. A polished horn button from his first hunting coat is sewn into the rifle sling. Barracks make Samuel restless and sharp-tongued, but give him a horizon and he seems to notice movement while everyone else is still deciding where to look.",jazz:.tmp/ame_spec_commit/units_items.lua:147483
890000000005444,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147488
890000000005445,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147489
890000000005446,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147490
890000000005453,dormant-vs-active,"Мамаду Траоре из Мали чинит стволы соседей чаще, чем хвастается своими. Отвёртка часто чужая, зато руки помнят, куда крутить. После боя ещё и собирает то, что осталось стрелять.","Mamadou Traoré began tending other men's weapons during quiet hours with a Malian road patrol. He is no gifted engineer, merely patient enough to remember which small part caused trouble last time. A mismatched screwdriver wrapped in red cloth shares his pocket with a wire cutter, both returned cleaner than received. Mamadou learns machinery by repetition rather than insight, but uncomplicated faults tend to stay fixed once his careful hands have visited.",jazz:.tmp/ame_spec_commit/units_items.lua:147534
890000000005454,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147539
890000000005455,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147540
890000000005456,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147541
890000000005463,dormant-vs-active,"Феликс Чисекеди — человек конголезского блокпоста: перевяжет рану, закроет сектор, не будет спрашивать, почему смена опять без воды. Не гений ни в чём — зато не провал ни в чём. Командиры любят таких именно за отсутствие сюрпризов.","Felix Tshisekedi served at a Congolese checkpoint where every shift inherited somebody else's empty canteen and unfinished chores. He became the man who tied a bandage, watched the road, and asked for the explanation later. A sliver of soap rides in a tin lid so he can scrub the iron smell from his hands. Felix offers no remarkable flourish, but difficult days improve simply because he does not become another problem to solve.",jazz:.tmp/ame_spec_commit/units_items.lua:147588
890000000005464,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147593
890000000005465,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147594
890000000005466,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147595
890000000005473,dormant-vs-active,"Ноа ван Вик — фермерский стрелок из Южной Африки с голосом, к которому прислушиваются даже те, кто старше. Люди его слушают не из страха — из привычки, что он говорит по делу. Меньше позы, больше работы.","Noah van Wyk was a South African farmer before neighbours began bringing him quarrels about water, fences, and wandering cattle. He speaks without hurry, leaving silence to do the pushing that louder men attempt themselves. His pocket ledger mixes planting dates with promises made to people, every fulfilled one neatly crossed through. Noah is a capable rather than dazzling shot, but tired companions often recover their sense when his plain voice gives the next step.",jazz:.tmp/ame_spec_commit/units_items.lua:147639
890000000005474,dormant-vs-active,Дозвонился. Слушаю.,On the line.,jazz:.tmp/ame_spec_commit/units_items.lua:147644
890000000005475,dormant-vs-active,Ищу работу. Что предлагаете?,I'm listening. Tell me about the job.,jazz:.tmp/ame_spec_commit/units_items.lua:147645
890000000005476,dormant-vs-active,До связи.,Understood. I'll be here.,jazz:.tmp/ame_spec_commit/units_items.lua:147646
890000000005480,dormant-vs-active,Joseph Mukendi,"Joseph ""Hyena"" Mukendi",jazz:.tmp/ame_spec_commit/units_items.lua:147687
890000000005483,dormant-vs-active,"Жозефа Мукенди в Гранд-Шьен зовут «Гиена»: годами делал засады так, что жертвы узнавали кличку раньше лица. В тесноте бьёт грязно и быстро — красивой стрельбы меньше, зато чаще остаётся живым. Нервы держат. Знает себе цену и не любит, когда её занижают.","In Grand Chien, Joseph “Hyena” Mukendi built ambushes so close that survivors remembered the laugh before the face. He fights with quick, practical cruelty and considers elegance a luxury for safer rooms. A dented pocket mirror lets him inspect a doorway without offering it his head. Joseph's nerve carries him through ugly moments, though the same appetite for nearness can place him where a wiser man would never have gone.",jazz:.tmp/ame_spec_commit/units_items.lua:147690
890000000005484,dormant-vs-active,Я на линии. Говорите.,I'm here. Talk.,jazz:.tmp/ame_spec_commit/units_items.lua:147695
890000000005485,dormant-vs-active,Работа есть — слушаю.,"If there's work, I'm listening.",jazz:.tmp/ame_spec_commit/units_items.lua:147696
890000000005486,dormant-vs-active,Контракт принят.,Send the terms.,jazz:.tmp/ame_spec_commit/units_items.lua:147697
890000000005493,dormant-vs-active,"Абрахам Текле — горный ветеран из Эфиопии. Дышит ровно, ждёт, бьёт; уставы помнит хуже, чем привычку к прицелу. Корпус крепче, чем кажется по лицу. Уже видел поражение — и не сломался.","Abraham Tekle came out of an Ethiopian mountain campaign that ended with more men walking home than marching. Defeat made him quieter rather than bitter, and he waits for a clear sight instead of demanding one. His faded wool cap becomes a tiny pillow every night, a comfort kept from colder bivouacs. Abraham looks worn at first meeting, but hardship has left his frame and attention surprisingly difficult to shake.",jazz:.tmp/ame_spec_commit/units_items.lua:147745
890000000005494,dormant-vs-active,Я на линии. Говорите.,I'm here. Talk.,jazz:.tmp/ame_spec_commit/units_items.lua:147750
890000000005495,dormant-vs-active,Работа есть — слушаю.,"If there's work, I'm listening.",jazz:.tmp/ame_spec_commit/units_items.lua:147751
890000000005496,dormant-vs-active,Контракт принят.,Send the terms.,jazz:.tmp/ame_spec_commit/units_items.lua:147752
890000000005500,dormant-vs-active,Sipho Khumalo,"Sipho ""Anvil"" Khumalo",jazz:.tmp/ame_spec_commit/units_items.lua:147793
890000000005503,dormant-vs-active,"Сифо Кхумало, «Наковальня», тащит тяжесть так, будто мир обязан подождать. Тяжёлый ствол и очереди делают своё дело — и меткость от этого страдает, он знает. Не спорит: его работа — давить сектор, а не выигрывать тир.","Sipho “Anvil” Khumalo served on a South African gun crew where every oversized burden somehow found his shoulders. He thinks in straight lines, advances without grace, and knows better than to advertise himself as a fine shot. At camp he repairs webbing with his mother's tiny brass thimble, an absurd glint between enormous fingers. Sipho is slow to adapt, but once the heavy barrel settles, neither recoil nor argument moves him easily.",jazz:.tmp/ame_spec_commit/units_items.lua:147796
890000000005504,dormant-vs-active,Я на линии. Говорите.,I'm here. Talk.,jazz:.tmp/ame_spec_commit/units_items.lua:147801
890000000005505,dormant-vs-active,Работа есть — слушаю.,"If there's work, I'm listening.",jazz:.tmp/ame_spec_commit/units_items.lua:147802
890000000005506,dormant-vs-active,Контракт принят.,Send the terms.,jazz:.tmp/ame_spec_commit/units_items.lua:147803
890000000005513,dormant-vs-active,"Бубакар Кане — офицер запаса из Сенегала со спокойным прицелом. С людьми получается чуть лучше, чем у многих ветеранов: объяснит задачу так, что даже усталые кивают. Не орёт. Не геройствует. За сутки на старшего позицию обычно оставляет целой.","Reserve service in Senegal taught Boubacar Kane that exhausted people remember reasons longer than shouted commands. He explains the purpose, checks the route himself, and lets silence replace ceremony. Orders go onto the clean inside of flattened cigarette packets, then the recipient must repeat them in ordinary words. Boubacar inspires trust gradually rather than dramatically, but confusion has a way of thinning out wherever his quiet routine takes hold.",jazz:.tmp/ame_spec_commit/units_items.lua:147851
890000000005514,dormant-vs-active,Я на линии. Говорите.,I'm here. Talk.,jazz:.tmp/ame_spec_commit/units_items.lua:147856
890000000005515,dormant-vs-active,Работа есть — слушаю.,"If there's work, I'm listening.",jazz:.tmp/ame_spec_commit/units_items.lua:147857
890000000005516,dormant-vs-active,Контракт принят.,Send the terms.,jazz:.tmp/ame_spec_commit/units_items.lua:147858
890000000005520,dormant-vs-active,Didier Mbemba,"Didier ""Smoke"" Mbemba",jazz:.tmp/ame_spec_commit/units_bak/JAZZ_AME_43.lua:22 | jazz:.tmp/ame_spec_commit/units_items.lua:147899
